total price NTD,the unit price (NTD / square meter),main building area,auxiliary building area,balcony area,property age,distance to city center,area (square meters)
10000000,80626.0,81.63,0.57,9.24,36,7.153434202090195,124.0294694019299
12500000,71245.0,94.87,2.69,10.81,35,5.244351337806607,175.45090883570776
9800000,68136.0,70.01,0.7,11.58,19,19.71982427066681,143.82998708465422
10000000,110939.0,40.72,2.16,4.76,20,10.11480118658621,90.13962628110944
5450000,84575.0,44.92,0.69,8.63,18,17.91278619712586,64.4398462902749
33150000,125027.0,130.51,10.57,16.77,47,13.28077909466384,265.1427291704992
14000000,95628.0,71.37,1.25,8.51,41,29.538366518385665,146.4006357970469
12500000,79964.0,77.14,2.88,9.76,49,4.91262895869319,156.3203441548697
14160000,70578.0,178.15,7.96,14.52,14,14.205658600756399,200.62909121822665
11800000,74247.0,75.93,2.4,4.61,15,20.573470477600093,158.92898029550017
5680000,54033.0,69.75,1.46,7.1,31,12.168579974459076,105.12094460792478
13450000,83754.0,79.76,1.72,9.68,1,29.25364563018535,160.5893449865081
22900000,142484.0,81.13,4.28,4.29,3,21.795685023844584,160.71980011790797
6500000,89729.0,51.24,1.87,4.65,16,19.881023798152544,72.44034815945793
24600000,146136.0,83.25,2.88,8.39,23,22.83324839453109,168.33634422729511
15500000,107774.0,57.02,1.8,7.64,11,28.603134822142152,143.81947408465865
14700000,105786.0,57.02,1.8,4.34,12,27.280650263046883,138.95978673926606
6500000,145838.0,27.96,0.79,4.49,10,21.866416589729152,44.57000233135397
8250000,69714.0,94.66,11.84,11.84,32,22.600268353487852,118.3406489370858
31000000,127242.0,123.22,11.23,11.65,16,4.804701184036791,243.63024787412962
15500000,167461.0,49.18,2.72,3.73,8,3.532375932533638,92.55886445202167
8520000,38026.0,192.29,12.2,19.57,38,17.341682804402847,224.0572240046284
14190000,76533.0,84.95,2.21,14.62,12,1.04184528974593,185.41021520128572
9600000,94395.0,96.7,2.5,2.5,24,14.72951325577195,101.70030192277133
21600000,148678.0,68.54,6.11,4.04,28,6.705312607606624,145.28040463283068
10315280,53874.0,113.37,3.28,10.17,8,10.707488745522767,191.47046812933883
11600000,73820.0,74.66,1.6,13.24,28,23.386239705892205,157.13898672446493
8330000,58154.0,81.81,1.3,8.48,36,28.266506374855403,143.24036179798466
26700000,116183.0,106.0,4.61,7.82,26,2.636280028317074,229.8098689136965
7850000,80995.0,59.77,2.49,5.45,8,16.26014507630513,96.9195629359837
10100000,83859.0,55.1,2.18,11.5,50,26.5347378316782,120.44026282211809
11000000,85803.0,58.69,0.85,4.14,28,2.9340017659924276,128.20064566507
9500000,99020.0,60.15,1.68,3.61,28,24.823164383456596,95.94021409816199
8300000,90710.0,41.09,0.86,2.45,37,11.055139852384006,91.50038584500055
10500000,59315.0,150.97,8.41,17.64,41,10.001793715470393,177.02098963162774
22700000,84825.0,238.61,7.83,21.17,36,29.33525839628618,267.60978485116414
13300000,98870.0,68.3,1.96,4.13,27,6.425343150937678,134.52007686861535
8500000,44864.0,167.66,4.75,17.05,17,20.949221254269087,189.4614835948645
3940000,41684.0,77.58,1.5,7.32,9,24.73250147629106,94.5206793973707
17500000,92740.0,104.43,3.12,12.03,33,1.7149131107385145,188.6995902523183
10500000,104156.0,71.27,5.33,8.46,20,20.27637102145516,100.81032297707286
12700000,83674.0,71.48,1.32,8.7,13,28.570724243482147,151.77952530057127
20400000,80760.0,239.98,3.43,9.19,28,4.1644890184777505,252.60029717682022
5300000,50626.0,67.8,2.77,8.04,48,26.93852842920863,104.68929008809702
1800000,6961.0,219.86,1.7,6.72,29,18.045910802619616,258.583536848154
11000000,60499.0,162.02,3.96,15.84,13,18.689835164942984,181.82118712705994
1750000,22407.0,36.39,1.14,10.79,46,18.581853158535374,78.10059356451109
30500000,139563.0,122.41,7.23,12.07,35,9.315658646950759,218.53929766485388
31050000,132409.0,126.46,6.61,15.08,6,28.08845355133406,234.5006759359258
16000000,84500.0,177.57,6.98,4.8,18,28.446838647615643,189.3491124260355
11000000,73348.0,134.73,5.08,10.16,5,18.94648747631146,149.97000599880025
1350000,51136.0,11.59,1.48,3.78,47,23.61097041527763,26.400187734668336
3500000,40665.0,53.61,0.89,7.16,25,18.56161058349416,86.06910119267184
21800000,161302.0,60.69,3.92,5.11,2,14.789754203434198,135.150215124425
12200000,127588.0,39.31,2.53,3.26,10,19.994193489827897,95.62027776906919
5500000,179856.0,17.86,1.05,2.72,30,16.813542851462774,30.580019571212524
27000000,158814.0,99.58,2.19,9.09,50,18.125537947641938,170.01020061203673
39700000,228193.0,91.83,4.27,10.65,45,23.62306032585643,173.97553825051602
14350000,117286.0,82.71,2.22,8.4,5,14.686663027745054,122.35049366505807
9380000,242377.0,21.7,1.53,4.14,33,1.7022461297279465,38.700041670620564
9000000,72237.0,80.06,1.51,8.81,1,5.3379846891901686,124.5898916067943
6000000,54377.0,46.43,2.79,6.26,18,13.438912886441383,110.34076907516045
39800000,206694.0,105.4,6.01,9.82,32,21.88238351628472,192.55517818611088
25800000,151551.0,86.14,9.61,8.81,47,18.00172012515027,170.2397212819447
6050000,61322.0,62.97,0.33,8.86,49,19.68367848326689,98.6595349140602
42800000,154490.0,134.53,4.75,11.23,11,14.638728393000475,277.04058515114247
4100000,36168.0,63.75,2.9,10.86,21,18.66438964729616,113.35987613359876
8000000,55081.0,82.02,0.93,15.91,26,10.206014415532534,145.24064559466967
16000000,65472.0,225.97,8.09,10.32,25,14.37038648455162,244.37927663734115
830000,22051.0,22.22,1.25,4.14,22,22.45623243505119,37.640016325790214
4800000,45356.0,73.23,1.26,10.68,27,26.219066979707076,105.82943822206543
4500000,34560.0,97.68,3.12,5.76,49,13.292832351713471,130.20833333333334
6000000,43943.0,122.09,7.2,7.25,13,1.788018902367155,136.54051839883485
10550000,75212.0,118.47,0.05,21.76,33,5.269340052330678,140.27016965377865
6500000,55651.0,67.42,0.83,10.39,34,1.1154036091003738,116.79933873605147
3500000,31999.0,61.19,0.9,9.78,41,19.771259067501237,109.37841807556487
8080000,84705.0,50.15,2.41,4.88,35,10.303281447975714,95.38988253349861
9000000,33447.0,166.9,14.88,11.71,1,16.50311975372134,269.08242891739167
28000000,108907.0,221.01,9.93,26.16,21,15.051666980122087,257.10009457610624
18500000,148404.0,110.08,10.31,4.27,48,2.9050314417965875,124.65971267620819
15600000,169713.0,52.88,5.44,3.74,6,12.396210153153039,91.91988828198194
6300000,122664.0,27.51,1.75,3.3,28,7.006553185208537,51.35981216982978
11680000,98143.0,58.67,1.08,3.02,17,12.842793765695754,119.01001599706551
16500000,108767.0,141.16,3.52,7.02,5,6.505559270096159,151.70042384179024
21500000,150040.0,95.56,0.88,6.06,31,25.293345985169537,143.2951213009864
21800000,109399.0,105.22,0.8,8.73,5,5.6387034290584825,199.270560059964
60880000,154596.0,198.63,8.15,28.05,38,28.84302626886582,393.8006157985976
13020000,129514.0,68.12,1.4,2.76,3,12.769267301334754,100.52967246784131
26660000,130309.0,82.79,5.44,9.38,23,25.464236114561956,204.5906268945353
19600000,123839.0,75.26,2.99,10.26,37,19.04856213707538,158.2700118702509
3000000,95329.0,10.7,0.29,3.33,37,22.1928338106397,31.469961921346076
10500000,63814.0,136.52,12.26,15.76,10,23.14785469797002,164.54069639890932
6000000,44294.0,94.19,0.9,11.93,10,15.392924015844025,135.45852711428185
6200000,45451.0,113.98,11.94,10.49,19,16.527365439217007,136.41064002992235
4800000,20875.0,203.82,14.96,11.16,17,15.662878100357387,229.94011976047904
2750000,31179.0,68.27,1.21,5.16,21,17.847722153657337,88.20039128900862
16450000,83715.0,159.83,20.71,15.96,14,1.3671361498169652,196.50002986322642
3880000,32234.0,70.72,6.76,10.43,9,12.167697510545949,120.36979586771731
5700000,36529.0,138.54,6.94,10.56,46,18.38256705005456,156.04040625256644
4550000,23452.0,179.94,2.25,11.82,1,18.132845175047997,194.01330376940132
6880000,37510.0,165.69,10.33,7.4,45,23.89220479086613,183.4177552652626
7300000,39247.0,173.66,5.57,6.77,13,19.8227754955472,186.00147781996077
7200000,42470.0,131.46,22.07,16.0,4,29.767932832049834,169.53143395337887
3680000,22775.0,133.23,15.0,13.35,1,8.873708593955028,161.58068057080132
4000000,28545.0,101.88,9.96,9.12,49,11.094955375153829,140.12961989840602
13700000,76734.0,165.02,5.25,8.27,40,11.82349098009999,178.5388484895874
10050000,69811.0,89.49,2.96,17.42,32,14.241477807097331,143.96012089785276
